X,Y,time,,,,
-2.8251,-0.7963,15.7935304,,,,
-2.7818,-0.7948,15.8055305,,,,
-2.7371,-0.7945,15.8175306,,,,
-2.6887,-0.7936,15.8295295,,,,
-2.64,-0.7922,15.8415323,,,,
-2.5925,-0.7888,15.8535301,,,,
-2.5307,-0.7718,15.8655294,,,,
-2.4827,-0.7691,15.8775295,,,,
-2.4211,-0.7754,15.8895297,,,,
-2.3698,-0.7733,15.9015297,,,,
-2.3188,-0.7702,15.9135302,,,,
-2.2654,-0.7659,15.9255296,,,,
-2.213,-0.7612,15.9375296,,,,
-2.1594,-0.7562,15.94853,,,,
-2.1,-0.7532,15.960531,,,,
-2.0331,-0.7483,15.9725309,,,,
-1.9595,-0.7422,15.9845318,,,,
-1.8833,-0.7346,15.9965301,,,,
-1.7906,-0.7104,16.0085296,,,,
-1.7164,-0.7085,16.0205297,,,,
-1.6464,-0.7072,16.0325293,,,,
-1.5718,-0.7045,16.0445294,,,,
-1.4369,-0.698,16.0565299,,,,
-1.3503,-0.6954,16.0685302,,,,
-1.2664,-0.6942,16.0805306,,,,
-1.1877,-0.6926,16.0925302,,,,
-1.1211,-0.6865,16.10453,,,,
-1.0584,-0.6779,16.1165297,,,,
-0.9943,-0.6713,16.1285303,,,,
-0.9293,-0.6644,16.1405299,,,,
-0.8672,-0.6546,16.1525296,,,,
-0.8112,-0.6425,16.1645295,,,,
-0.7558,-0.632,16.1765293,,,,
-0.6993,-0.6209,16.1885297,,,,
-0.6457,-0.6089,16.20053,,,,
-0.5829,-0.6052,16.2125296,,,,
-0.5317,-0.593,16.2245299,,,,
-0.481,-0.5812,16.2365295,,,,
-0.4361,-0.5679,16.2485301,,,,
-0.3839,-0.5442,16.2605293,,,,
-0.3441,-0.5322,16.2725299,,,,
-0.3044,-0.5194,16.2845304,,,,
-0.2645,-0.5047,16.2955297,,,,
-0.2274,-0.4882,16.3075304,,,,
-0.1908,-0.4721,16.3195296,,,,
-0.1511,-0.4577,16.33153,,,,
-0.1132,-0.443,16.3435301,,,,
-0.0785,-0.4281,16.3555301,,,,
-0.0356,-0.4156,16.3675295,,,,
-0.0125,-0.4049,16.3795293,,,,
0.0106,-0.3943,16.3915316,,,,
0.0334,-0.3835,16.4035297,,,,
0.056,-0.3703,16.4155297,,,,
0.079,-0.3566,16.42753,,,,
0.1034,-0.3443,16.4395296,,,,
0.1258,-0.3351,16.4515296,,,,
0.1509,-0.3204,16.4635293,,,,
0.1646,-0.3094,16.4755303,,,,
0.1771,-0.2987,16.48753,,,,
0.1922,-0.2901,16.4995301,,,,
0.2058,-0.2854,16.5115306,,,,
0.212,-0.2795,16.5235299,,,,
0.2074,-0.2698,16.5355293,,,,
0.1999,-0.2624,16.5475307,,,,
0.1936,-0.2571,16.5595295,,,,
0.1896,-0.2542,16.5715298,,,,
0.1855,-0.2485,16.5835298,,,,
0.1812,-0.2411,16.5955292,,,,
0.1785,-0.2338,16.60753,,,,
0.1741,-0.2277,16.6195296,,,,
0.1676,-0.2207,16.6315299,,,,
0.1594,-0.2131,16.6425305,,,,
0.1516,-0.2068,16.6545297,,,,
0.1494,-0.2005,16.6665297,,,,
0.1487,-0.195,16.6785299,,,,
0.1548,-0.191,16.6905295,,,,
0.1689,-0.1874,16.7025299,,,,
0.1835,-0.1811,16.7145299,,,,
0.1991,-0.1687,16.7265302,,,,
0.2133,-0.164,16.7385308,,,,
0.2351,-0.1632,16.7505296,,,,
0.2614,-0.1659,16.7625303,,,,
0.2903,-0.1722,16.7745298,,,,
0.3212,-0.18,16.7865297,,,,
0.3518,-0.1866,16.7985307,,,,
0.3839,-0.19,16.8105303,,,,
0.4201,-0.1952,16.8225305,,,,
0.4697,-0.212,16.8345295,,,,
0.513,-0.2161,16.8465298,,,,
0.5698,-0.2093,16.8585334,,,,
0.6152,-0.2143,16.8705297,,,,
0.662,-0.22,16.8825296,,,,
0.7102,-0.2258,16.8945297,,,,
0.7596,-0.2309,16.9065292,,,,
0.8073,-0.2364,16.9185298,,,,
0.8548,-0.2449,16.9305301,,,,
0.9025,-0.2544,16.9425306,,,,
0.9533,-0.2673,16.9545304,,,,
1.004,-0.2819,16.96653,,,,
1.0551,-0.2974,16.9775303,,,,
1.1217,-0.3269,16.9895302,,,,
1.1726,-0.3383,17.0015295,,,,
1.2222,-0.349,17.0135308,,,,
1.2722,-0.3587,17.0255311,,,,
1.3212,-0.3712,17.0375295,,,,
1.3703,-0.3871,17.0495296,,,,
1.4241,-0.3955,17.0615304,,,,
1.4696,-0.4105,17.0735306,,,,
1.5205,-0.4177,17.0855302,,,,
1.5628,-0.4315,17.09753,,,,
1.6029,-0.4441,17.1095295,,,,
1.6395,-0.4522,17.12153,,,,
1.6758,-0.4576,17.1335297,,,,
1.7146,-0.4657,17.1455295,,,,
1.7495,-0.4684,17.1575296,,,,
1.7819,-0.4715,17.1695299,,,,
1.8136,-0.4774,17.1815294,,,,
1.8478,-0.4858,17.1935296,,,,
1.8817,-0.4963,17.20553,,,,
1.9137,-0.5081,17.2175296,,,,
1.9489,-0.5202,17.2295305,,,,
1.9851,-0.531,17.2415297,,,,
2.0211,-0.5395,17.2535293,,,,
2.0645,-0.5404,17.2655301,,,,
2.1006,-0.55,17.2775297,,,,
2.137,-0.5599,17.2895303,,,,
2.182,-0.5776,17.3005294,,,,
2.2156,-0.5826,17.3125311,,,,
2.2469,-0.5885,17.3245315,,,,
2.2801,-0.5928,17.3365295,,,,
2.3135,-0.5945,17.3485306,,,,
2.3436,-0.5959,17.3605301,,,,
2.3687,-0.596,17.3725296,,,,
2.3893,-0.594,17.3845301,,,,
2.4046,-0.5913,17.3965299,,,,
2.4164,-0.5865,17.4085318,,,,
2.428,-0.5796,17.4205299,,,,
2.442,-0.5753,17.4325301,,,,
2.4641,-0.5679,17.4445299,,,,
2.4857,-0.5686,17.4565295,,,,
2.5092,-0.5585,17.4685298,,,,
2.5274,-0.5521,17.4805305,,,,
2.5474,-0.5476,17.4925302,,,,
2.5665,-0.5417,17.5045304,,,,
2.5866,-0.5363,17.5165306,,,,
2.6102,-0.529,17.5285299,,,,
2.6362,-0.521,17.5405304,,,,
2.6594,-0.5131,17.5525291,,,,
2.6816,-0.5069,17.5645297,,,,
2.7029,-0.5005,17.5765301,,,,
2.7244,-0.4903,17.5885295,,,,
2.7485,-0.4827,17.6005305,,,,
2.7783,-0.481,17.6125312,,,,
2.8044,-0.477,17.6245298,,,,
2.8334,-0.4742,17.63653,,,,
2.8659,-0.4686,17.6485296,,,,
2.909,-0.4486,17.6595306,,,,
2.9452,-0.4418,17.6715295,,,,
2.9833,-0.4363,17.6835295,,,,
3.02,-0.4291,17.6955299,,,,
3.056,-0.4192,17.7075294,,,,
3.0912,-0.4106,17.7195301,,,,
3.1282,-0.4038,17.7315299,,,,
3.1649,-0.3992,17.7435309,,,,
3.2033,-0.3935,17.7555298,,,,
3.2479,-0.3931,17.7675305,,,,
3.2884,-0.3873,17.7795293,,,,
3.3278,-0.3839,17.79153,,,,
3.3801,-0.3708,17.8035299,,,,
3.4221,-0.3664,17.8155304,,,,
3.4636,-0.3594,17.8275303,,,,
3.5017,-0.3524,17.8395297,,,,
3.5322,-0.3467,17.8515296,,,,
3.5624,-0.3368,17.8635301,,,,
3.5887,-0.3357,17.8755302,,,,
3.6161,-0.3355,17.8875295,,,,
3.6427,-0.3342,17.89953,,,,
3.6681,-0.3316,17.9115294,,,,
3.6958,-0.3362,17.92353,,,,
3.7189,-0.3367,17.9355296,,,,
3.742,-0.3404,17.9475302,,,,
3.7655,-0.3453,17.9595296,,,,
3.7887,-0.3494,17.9715302,,,,
3.8097,-0.3519,17.9835303,,,,
3.8317,-0.3554,17.9945296,,,,
3.8552,-0.3608,18.0065296,,,,
3.8784,-0.3643,18.0185302,,,,
3.9027,-0.3648,18.0305313,,,,
3.9262,-0.3644,18.0425313,,,,
3.9484,-0.3677,18.0545302,,,,
3.9706,-0.3679,18.0665296,,,,
3.9927,-0.3765,18.0785297,,,,
4.0074,-0.3791,18.0905308,,,,
4.0198,-0.3819,18.1025301,,,,
4.0323,-0.3841,18.1145303,,,,
4.0442,-0.3847,18.1265302,,,,
4.0543,-0.3841,18.1385299,,,,
4.0656,-0.3819,18.1505312,,,,
4.0717,-0.3849,18.1625293,,,,
4.0796,-0.3893,18.1745321,,,,
4.0842,-0.3936,18.1865297,,,,
4.0844,-0.3988,18.1985303,,,,
4.0829,-0.4058,18.2105296,,,,
4.0797,-0.4119,18.2225303,,,,
4.0816,-0.4262,18.2345296,,,,
4.0823,-0.4355,18.2465301,,,,
4.09,-0.4433,18.2585312,,,,
4.0989,-0.4493,18.2705292,,,,
4.1056,-0.4511,18.2825297,,,,
4.1093,-0.4524,18.2945304,,,,
4.1136,-0.4536,18.3065302,,,,
4.1194,-0.456,18.3185303,,,,
4.1249,-0.4592,18.3305294,,,,
4.1304,-0.4619,18.3425309,,,,
4.134,-0.4657,18.3545299,,,,
4.1345,-0.4687,18.3655304,,,,
4.1337,-0.4719,18.3775305,,,,
4.1356,-0.4803,18.3895303,,,,
4.1377,-0.4867,18.4015298,,,,
4.1392,-0.49,18.4135297,,,,
4.1424,-0.4964,18.4255315,,,,
4.1458,-0.507,18.4375297,,,,
4.1497,-0.5157,18.4495296,,,,
4.1564,-0.5286,18.4615302,,,,
4.1622,-0.5378,18.4735296,,,,
4.1644,-0.5432,18.4855302,,,,
4.1633,-0.5486,18.4975298,,,,
4.1573,-0.5541,18.5095304,,,,
4.1489,-0.5546,18.5215312,,,,
4.137,-0.5559,18.5335298,,,,
4.1219,-0.5541,18.545531,,,,
4.105,-0.5526,18.5575298,,,,
4.0869,-0.5516,18.5695307,,,,
4.0701,-0.5524,18.5815298,,,,
4.0546,-0.5544,18.5935304,,,,
4.0386,-0.5549,18.6055311,,,,
4.0209,-0.5559,18.6175301,,,,
4.0005,-0.5568,18.6295304,,,,
3.9814,-0.5551,18.6415329,,,,
3.9645,-0.5528,18.6535296,,,,
3.9474,-0.555,18.6655297,,,,
3.9292,-0.5553,18.6775297,,,,
3.9126,-0.5555,18.6895297,,,,
3.8939,-0.5482,18.7015296,,,,
3.8781,-0.5461,18.7125307,,,,
3.8629,-0.5427,18.7245298,,,,
3.8487,-0.539,18.7365295,,,,
3.8343,-0.5353,18.7485304,,,,
3.8203,-0.5306,18.7605301,,,,
3.8076,-0.5258,18.7725304,,,,
3.795,-0.5222,18.7845298,,,,
3.7841,-0.5218,18.7965295,,,,
3.7752,-0.5221,18.8085303,,,,
3.7657,-0.5211,18.8205305,,,,
3.7538,-0.5164,18.8325298,,,,
3.7396,-0.5085,18.8445299,,,,
3.7217,-0.4963,18.8565296,,,,
3.7,-0.4908,18.8685299,,,,
3.6827,-0.4808,18.8805292,,,,
3.6667,-0.4721,18.8925308,,,,
3.6487,-0.4618,18.9045302,,,,
3.629,-0.4512,18.9165304,,,,
3.6075,-0.4388,18.9285301,,,,
3.5851,-0.4267,18.9405295,,,,
3.5643,-0.4157,18.9525305,,,,
3.5436,-0.4048,18.9645292,,,,
3.5237,-0.3944,18.9765302,,,,
3.5054,-0.3831,18.98853,,,,
3.4875,-0.3734,19.0005299,,,,
3.4638,-0.3545,19.0125303,,,,
3.4438,-0.3423,19.0245306,,,,
3.4251,-0.334,19.0365299,,,,
3.4041,-0.3283,19.0485297,,,,
3.3791,-0.3284,19.0605299,,,,
3.3593,-0.3255,19.07153,,,,
3.3378,-0.3208,19.083531,,,,
3.3149,-0.3162,19.09553,,,,
3.2925,-0.3141,19.1075297,,,,
3.271,-0.3123,19.1195305,,,,
3.2496,-0.3092,19.1315301,,,,
3.2258,-0.3061,19.1435296,,,,
3.1991,-0.3027,19.1555293,,,,
3.1625,-0.2904,19.1675308,,,,
3.1334,-0.2894,19.17953,,,,
3.1059,-0.2906,19.1915313,,,,
3.0791,-0.2929,19.2035307,,,,
3.0419,-0.2991,19.2155305,,,,
3.012,-0.2978,19.2275302,,,,
2.9816,-0.299,19.2395302,,,,
2.9548,-0.2969,19.2515294,,,,
2.9281,-0.2969,19.2635296,,,,
2.9038,-0.2943,19.2755308,,,,
2.8806,-0.2904,19.2875311,,,,
2.8591,-0.2868,19.2995298,,,,
2.8359,-0.283,19.3115299,,,,
2.8028,-0.2672,19.3235305,,,,
2.7753,-0.2618,19.3355297,,,,
2.7496,-0.2584,19.3475299,,,,
2.727,-0.2559,19.35953,,,,
2.7071,-0.2538,19.3715305,,,,
2.6858,-0.2504,19.3835296,,,,
2.6616,-0.246,19.3955295,,,,
2.6372,-0.2392,19.4065306,,,,
2.6087,-0.2298,19.41853,,,,
2.5799,-0.219,19.4305304,,,,
2.5513,-0.2094,19.4425303,,,,
2.5228,-0.1961,19.4545297,,,,
2.4933,-0.1855,19.4665308,,,,
2.459,-0.1654,19.4785297,,,,
2.4302,-0.1545,19.4905307,,,,
2.4017,-0.1433,19.5025295,,,,
2.3738,-0.1363,19.5145296,,,,
2.3455,-0.1305,19.5265302,,,,
2.3203,-0.1269,19.5385301,,,,
2.2935,-0.123,19.5505295,,,,
2.2641,-0.1183,19.5625305,,,,
2.23,-0.1201,19.5745318,,,,
2.2088,-0.1162,19.5865304,,,,
2.1838,-0.1128,19.5985305,,,,
2.1587,-0.1094,19.6105303,,,,
2.1312,-0.1058,19.6225295,,,,
2.0938,-0.0945,19.6345311,,,,
2.0645,-0.0961,19.6465321,,,,
2.0295,-0.1049,19.6585303,,,,
1.9994,-0.1046,19.6705297,,,,
1.9646,-0.1033,19.6825292,,,,
1.9258,-0.1039,19.6945303,,,,
1.8847,-0.1062,19.7065298,,,,
1.842,-0.1101,19.7185303,,,,
1.797,-0.1117,19.7305302,,,,
1.7512,-0.1132,19.7425298,,,,
1.706,-0.1166,19.75453,,,,
1.6621,-0.1226,19.7665303,,,,
1.6203,-0.1291,19.77753,,,,
1.5776,-0.1306,19.7895295,,,,
1.5394,-0.1377,19.8015307,,,,
1.4963,-0.1424,19.8135303,,,,
1.4497,-0.1442,19.8255299,,,,
1.4015,-0.1424,19.8375307,,,,
1.357,-0.1424,19.8495301,,,,
1.3114,-0.15,19.8615309,,,,
1.2696,-0.1497,19.8735296,,,,
1.2229,-0.1476,19.8855299,,,,
1.1697,-0.1427,19.8975308,,,,
1.1175,-0.139,19.9095303,,,,
1.0702,-0.1385,19.9215297,,,,
1.0206,-0.1477,19.9335308,,,,
0.973,-0.1395,19.9455295,,,,
0.9269,-0.1413,19.9575313,,,,
0.8676,-0.1405,19.9695296,,,,
0.8021,-0.1418,19.98153,,,,
0.7408,-0.1486,19.9935307,,,,
0.687,-0.1557,20.0055304,,,,
0.6362,-0.1604,20.0175304,,,,
0.5827,-0.1638,20.0295295,,,,
0.5352,-0.168,20.0415305,,,,
0.4961,-0.1714,20.0535298,,,,
0.4466,-0.1865,20.0655303,,,,
0.4072,-0.1928,20.0775301,,,,
0.3627,-0.196,20.0895295,,,,
0.3062,-0.1811,20.1015294,,,,
0.2617,-0.1821,20.1135298,,,,
0.2188,-0.1827,20.1245295,,,,
0.1771,-0.1814,20.13653,,,,
0.1374,-0.179,20.1485294,,,,
0.1028,-0.1787,20.1605293,,,,
0.0733,-0.1766,20.1725299,,,,
0.0494,-0.1753,20.1845298,,,,
0.026,-0.174,20.1965298,,,,
-0.0041,-0.1711,20.2085299,,,,
-0.0372,-0.1695,20.2205303,,,,
-0.071,-0.1693,20.23253,,,,
-0.1062,-0.1698,20.24453,,,,
-0.1543,-0.158,20.2565305,,,,
-0.2055,-0.1635,20.2685305,,,,
-0.243,-0.1617,20.2805305,,,,
-0.2858,-0.1669,20.2935308,,,,
-0.3222,-0.1609,20.3045303,,,,
-0.361,-0.153,20.3165299,,,,
-0.3974,-0.1465,20.3285298,,,,
-0.4301,-0.1396,20.3405304,,,,
-0.4574,-0.1325,20.3525303,,,,
-0.485,-0.1283,20.3645307,,,,
-0.5129,-0.1257,20.3765294,,,,
-0.5395,-0.1233,20.3885298,,,,
-0.5656,-0.1186,20.4005297,,,,
-0.5936,-0.1091,20.4125306,,,,
-0.6084,-0.1062,20.4245298,,,,
-0.6151,-0.1023,20.4365296,,,,
-0.6194,-0.0969,20.4485296,,,,
-0.6254,-0.089,20.4605296,,,,
-0.637,-0.0809,20.4715296,,,,
-0.6506,-0.0715,20.4835295,,,,
-0.6673,-0.0612,20.4955301,,,,
-0.6904,-0.0483,20.5075306,,,,
-0.7173,-0.0373,20.5195296,,,,
-0.7406,-0.0278,20.5315304,,,,
-0.7584,-0.0156,20.5435301,,,,
-0.7756,-0.0024,20.5555295,,,,
-0.8018,0.0149,20.56753,,,,
-0.8162,0.0235,20.5795295,,,,
-0.8317,0.0336,20.5915323,,,,
-0.848,0.041,20.6035297,,,,
-0.8652,0.0472,20.6155293,,,,
-0.8841,0.0497,20.6275299,,,,
-0.9047,0.0439,20.6395302,,,,
-0.9233,0.0456,20.6515294,,,,
-0.9521,0.0461,20.6635301,,,,
-0.9813,0.0496,20.6755297,,,,
-1.0119,0.0526,20.6875298,,,,
-1.0426,0.0561,20.6995297,,,,
-1.0701,0.0601,20.7115295,,,,
-1.1032,0.0749,20.7235301,,,,
-1.1285,0.0808,20.7355293,,,,
-1.1548,0.0865,20.7475296,,,,
-1.1812,0.0919,20.7595307,,,,
-1.2071,0.0949,20.7715303,,,,
-1.2323,0.0973,20.7835452,,,,
-1.2556,0.1004,20.7955443,,,,
-1.276,0.1032,20.8075442,,,,
-1.2971,0.1067,20.818545,,,,
-1.3177,0.1084,20.8305437,,,,
-1.3414,0.1094,20.842544,,,,
-1.3684,0.1101,20.8545451,,,,
-1.4048,0.1041,20.866544,,,,
-1.4419,0.1146,20.878544,,,,
-1.4752,0.1188,20.8905579,,,,
-1.5167,0.1267,20.9025589,,,,
-1.5656,0.1339,20.9145583,,,,
-1.6144,0.1378,20.9265578,,,,
-1.657,0.1397,20.9385586,,,,
-1.6954,0.1414,20.9505581,,,,
-1.7313,0.1449,20.9625579,,,,
-1.7651,0.1486,20.9745586,,,,
-1.804,0.1543,20.9865752,,,,
-1.8512,0.1512,20.9985757,,,,
-1.8861,0.1584,21.0105748,,,,
-1.9186,0.1669,21.0225751,,,,
-1.9507,0.1783,21.0345761,,,,
-1.9917,0.1983,21.0465759,,,,
-2.0197,0.2059,21.058575,,,,
-2.0468,0.2093,21.070576,,,,
-2.0676,0.2169,21.0825751,,,,
-2.0929,0.2256,21.0946131,,,,
-2.1285,0.2343,21.1066128,,,,
-2.1741,0.2451,21.1186123,,,,
-2.2255,0.2547,21.1306134,,,,
-2.2764,0.2633,21.142612,,,,
-2.3271,0.2734,21.1536122,,,,
-2.3779,0.2842,21.165612,,,,
-2.43,0.2952,21.1776124,,,,
-2.4841,0.3067,21.1896284,,,,
-2.5645,0.3389,21.2016283,,,,
-2.6263,0.3518,21.2136298,,,,
-2.6891,0.3626,21.2256283,,,,
-2.751,0.3756,21.2376285,,,,
-2.8075,0.3876,21.2496284,,,,
-2.8691,0.39,21.2616282,,,,
-2.9145,0.4029,21.2736283,,,,
-2.9592,0.4156,21.2856402,,,,
-3.0014,0.4265,21.2976398,,,,
-3.0428,0.438,21.3096408,,,,
-3.0816,0.4493,21.3216407,,,,
-3.123,0.4577,21.3336406,,,,
-3.1705,0.465,21.34564,,,,
-3.2441,0.4669,21.3576407,,,,
-3.2936,0.4632,21.3696407,,,,
-3.3474,0.4581,21.3816399,,,,
-3.4017,0.4538,21.3936542,,,,
-3.4521,0.4514,21.405655,,,,
-3.4971,0.4488,21.417654,,,,
-3.5396,0.4452,21.4296542,,,,
-3.5815,0.4443,21.4416541,,,,
-3.6274,0.4444,21.4536548,,,,
-3.6987,0.4273,21.4656544,,,,
-3.7551,0.4189,21.476654,,,,
-3.8082,0.4124,21.4886717,,,,
-3.8594,0.4091,21.5006733,,,,
-3.9279,0.4224,21.5126718,,,,
-3.9821,0.4241,21.5246742,,,,
-4.0364,0.4267,21.5366718,,,,
-4.0876,0.43,21.5486724,,,,
-4.1299,0.4349,21.5606714,,,,
-4.1626,0.4431,21.5726724,,,,
-4.1902,0.4497,21.5846973,,,,
-4.2125,0.454,21.5966962,,,,
-4.2279,0.4569,21.6086971,,,,
-4.2392,0.4614,21.6206973,,,,
-4.2484,0.4646,21.6326974,,,,
-4.2542,0.4627,21.6446969,,,,
-4.2545,0.4618,21.6566962,,,,
-4.2471,0.4666,21.6686973,,,,
-4.2356,0.4663,21.6806965,,,,
-4.2242,0.4627,21.6921376,,,,
-4.2116,0.4577,21.7041361,,,,
-4.1929,0.457,21.7161369,,,,
-4.17,0.4505,21.7281363,,,,
-4.1448,0.4445,21.7407657,,,,
-4.1281,0.4392,21.7527665,,,,
-4.1186,0.4349,21.7647662,,,,
-4.1063,0.4317,21.7767658,,,,
-4.0869,0.4295,21.7887664,,,,
-4.0681,0.4276,21.8007656,,,,
-4.0554,0.4281,21.8117655,,,,
-4.0433,0.425,21.8237656,,,,
-4.0354,0.4241,21.8357658,,,,
-4.024,0.4219,21.8477656,,,,
-4.0099,0.4222,21.8597662,,,,
-4.0006,0.4221,21.8717666,,,,
-3.9921,0.4213,21.8837923,,,,
-3.9809,0.4191,21.8957662,,,,
-3.9668,0.4164,21.9077657,,,,
-3.9539,0.4154,21.9197655,,,,
-3.9452,0.4161,21.931885,,,,
-3.9399,0.4159,21.9438635,,,,
-3.9315,0.4136,21.9558637,,,,
-3.9194,0.4101,21.9678931,,,,
-3.899,0.4019,21.9798936,,,,
-3.8885,0.4015,21.9918637,,,,
-3.8802,0.4005,22.0038645,,,,
-3.8734,0.3977,22.0158635,,,,
-3.8708,0.3969,22.0278994,,,,
-3.8725,0.3979,22.039887,,,,
-3.8751,0.3987,22.0519544,,,,
-3.8749,0.3989,22.0639544,,,,
-3.8727,0.4008,22.0750131,,,,
-3.8705,0.4023,22.0877631,,,,
-3.8646,0.4022,22.0995767,,,,
-3.8531,0.3997,22.1116149,,,,
-3.8398,0.3977,22.1236177,,,,
-3.8179,0.3881,22.13571,,,,
-3.8027,0.3839,22.1477224,,,,
-3.7915,0.3824,22.1595842,,,,
-3.784,0.3802,22.1716526,,,,
-3.775,0.3777,22.1835902,,,,
-3.7663,0.3767,22.1946473,,,,
-3.7576,0.3749,22.2067657,,,,
-3.748,0.3734,22.2194146,,,,
-3.7441,0.3721,22.2310289,,,,
-3.7439,0.3701,22.2430362,,,,
-3.7485,0.369,22.2553996,,,,
-3.7609,0.3654,22.2664413,,,,
-3.772,0.3665,22.2784798,,,,
-3.7907,0.3753,22.2910686,,,,
-3.8008,0.3807,22.3026458,,,,
-3.8072,0.3851,22.3151017,,,,
-3.8097,0.3891,22.3263608,,,,
-3.8122,0.3939,22.339024,,,,
-3.8185,0.3971,22.350357,,,,
-3.8266,0.3982,22.3623824,,,,
-3.8351,0.3989,22.3743755,,,,
-3.8442,0.4003,22.3863796,,,,
-3.8479,0.4046,22.3983956,,,,
-3.8522,0.4126,22.4104096,,,,
-3.8583,0.4221,22.4224199,,,,
-3.8654,0.4296,22.4339604,,,,
-3.8775,0.4401,22.4460558,,,,
-3.8834,0.444,22.4580469,,,,
-3.894,0.4428,22.4701177,,,,
-3.9022,0.4427,22.4824902,,,,
-3.9059,0.4393,22.494025,,,,
-3.9034,0.4337,22.506178,,,,
-3.8962,0.4288,22.5181355,,,,
-3.8888,0.4226,22.5301949,,,,
-3.8846,0.4131,22.5417858,,,,
-3.8816,0.4036,22.554073,,,,
-3.8798,0.3948,22.5659051,,,,
-3.8781,0.3872,22.5779047,,,,
-3.8731,0.3789,22.5899354,,,,
-3.8677,0.369,22.602187,,,,
-3.8688,0.3591,22.6142239,,,,
-3.8696,0.3482,22.6260767,,,,
-3.8669,0.3409,22.6380465,,,,
-3.8614,0.3346,22.6501961,,,,
-3.8578,0.3265,22.6618435,,,,
-3.8567,0.3182,22.6740251,,,,
-3.8554,0.3102,22.685872,,,,
-3.8511,0.3022,22.6980116,,,,
-3.8456,0.2921,22.7091782,,,,
-3.8383,0.2818,22.7211773,,,,
-3.8246,0.2693,22.7331476,,,,
-3.8106,0.2599,22.7451762,,,,
-3.7948,0.2471,22.757219,,,,
-3.7828,0.2365,22.7692271,,,,
-3.765,0.2252,22.781235,,,,
-3.7447,0.212,22.7935363,,,,
-3.7222,0.1994,22.8050907,,,,
-3.7052,0.1876,22.8168323,,,,
-3.692,0.1797,22.8288329,,,,
-3.6778,0.1738,22.841129,,,,
-3.6572,0.1669,22.8531641,,,,
-3.6292,0.1627,22.8652016,,,,
-3.6059,0.1558,22.8767876,,,,
-3.586,0.1497,22.8892714,,,,
-3.5672,0.1423,22.9013341,,,,
-3.534,0.1252,22.9128685,,,,
-3.5029,0.1159,22.9249386,,,,
-3.4691,0.1083,22.9370184,,,,
-3.4413,0.1033,22.9491359,,,,
-3.4149,0.0994,22.9611885,,,,
-3.3871,0.0968,22.9731873,,,,
-3.3574,0.0921,22.9849487,,,,
-3.3256,0.0867,22.9971051,,,,
-3.2936,0.083,23.0091703,,,,
-3.2609,0.0782,23.0211464,,,,
-3.2245,0.0722,23.0321459,,,,
-3.1842,0.0672,23.0441533,,,,
-3.1415,0.0618,23.0568978,,,,
-3.0752,0.0522,23.0688764,,,,
-3.0312,0.045,23.0808868,,,,
-2.9858,0.0379,23.0925517,,,,
-2.9405,0.0305,23.1045776,,,,
-2.8956,0.021,23.1160689,,,,
-2.8485,0.0129,23.1281189,,,,
-2.7931,0.016,23.1401355,,,,
-2.7467,0.0057,23.1521683,,,,
-2.7012,-0.0048,23.164176,,,,
-2.6547,-0.0146,23.1758616,,,,
-2.6031,-0.0251,23.1879155,,,,
-2.5459,-0.0355,23.1998732,,,,
-2.4835,-0.0447,23.2125275,,,,
-2.3985,-0.0724,23.2236052,,,,
-2.3359,-0.0806,23.2359061,,,,
-2.2749,-0.0877,23.2481776,,,,
-2.2128,-0.0961,23.2598943,,,,
-2.1422,-0.0907,23.2716831,,,,
-2.089,-0.0964,23.2839114,,,,
-2.0319,-0.1011,23.2957835,,,,
-1.9703,-0.108,23.3078832,,,,
-1.9032,-0.1151,23.3199473,,,,
-1.8362,-0.1241,23.3316743,,,,
-1.7681,-0.132,23.3439866,,,,
-1.6995,-0.1383,23.3559601,,,,
-1.631,-0.1449,23.3675964,,,,
-1.5427,-0.1732,23.3796664,,,,
-1.4849,-0.1827,23.3919222,,,,
-1.4334,-0.185,23.4036206,,,,
-1.3899,-0.1808,23.415277,,,,
-1.3526,-0.1806,23.4273472,,,,
-1.3184,-0.1808,23.4399436,,,,
-1.2874,-0.1808,23.451814,,,,
-1.2542,-0.1798,23.4638079,,,,
-1.2278,-0.1837,23.4757966,,,,
-1.2022,-0.1864,23.4878511,,,,
-1.1738,-0.1837,23.4990009,,,,
-1.1562,-0.1877,23.511001,,,,
-1.1449,-0.1924,23.5234655,,,,
-1.1367,-0.2043,23.5350159,,,,
-1.1351,-0.2106,23.5470447,,,,
-1.1335,-0.2169,23.5590697,,,,
-1.1338,-0.2232,23.5708989,,,,
-1.1318,-0.2279,23.5827897,,,,
-1.1239,-0.2303,23.5948914,,,,
-1.1147,-0.2311,23.6067452,,,,
-1.1069,-0.2345,23.6186606,,,,
-1.1012,-0.2366,23.630836,,,,
-1.0983,-0.2393,23.6424942,,,,
-1.0943,-0.243,23.6544731,,,,
-1.0819,-0.2416,23.666903,,,,
-1.069,-0.2372,23.67882,,,,
-1.0612,-0.2293,23.6908834,,,,
-1.0606,-0.2201,23.7029788,,,,
-1.0626,-0.2119,23.7152315,,,,
-1.0619,-0.2064,23.7268047,,,,
-1.0558,-0.2011,23.7385374,,,,
-1.0498,-0.1961,23.7510954,,,,
-1.0416,-0.1942,23.7628379,,,,
-1.0266,-0.1924,23.7748596,,,,
