X,Y,time,,,,
-3.5568,0.1982,7.8843076,,,,
-3.5504,0.189,7.896307,,,,
-3.5441,0.1806,7.9083075,,,,
-3.5358,0.1744,7.9203074,,,,
-3.5227,0.1659,7.9323072,,,,
-3.5139,0.1585,7.9443084,,,,
-3.5049,0.1497,7.956306,,,,
-3.4931,0.1415,7.9683384,,,,
-3.4827,0.1341,7.9803076,,,,
-3.4693,0.1273,7.9923076,,,,
-3.4517,0.1218,8.0043071,,,,
-3.4327,0.114,8.0163065,,,,
-3.4138,0.1054,8.0283065,,,,
-3.3972,0.0985,8.0403067,,,,
-3.3817,0.0906,8.0523068,,,,
-3.3586,0.0881,8.0643067,,,,
-3.3366,0.0834,8.0763068,,,,
-3.299,0.0708,8.088308,,,,
-3.266,0.0677,8.1003077,,,,
-3.2307,0.0629,8.1122599,,,,
-3.1984,0.0578,8.1242612,,,,
-3.166,0.0508,8.1352598,,,,
-3.1319,0.0456,8.1472593,,,,
-3.0969,0.0417,8.1592599,,,,
-3.0581,0.0463,8.1712596,,,,
-3.0282,0.0445,8.18326,,,,
-2.9964,0.0432,8.1952599,,,,
-2.9606,0.0405,8.2072812,,,,
-2.9226,0.0374,8.2192811,,,,
-2.8901,0.0356,8.2312811,,,,
-2.8522,0.0253,8.243282,,,,
-2.8192,0.0301,8.2552823,,,,
-2.7907,0.0264,8.2673059,,,,
-2.7586,0.0221,8.2792823,,,,
-2.7292,0.0189,8.2912811,,,,
-2.7041,0.0152,8.3032812,,,,
-2.6817,0.0095,8.315311,,,,
-2.6614,0.0063,8.3272812,,,,
-2.6429,0.0045,8.3392813,,,,
-2.6278,0.0042,8.351281,,,,
-2.6138,0.0048,8.36328,,,,
-2.5997,0.003,8.3752824,,,,
-2.5799,0.0001,8.3873081,,,,
-2.5521,-0.0062,8.3992812,,,,
-2.5321,-0.0067,8.4112834,,,,
-2.516,-0.0067,8.4232814,,,,
-2.5004,-0.0086,8.4352814,,,,
-2.4848,-0.0104,8.4472812,,,,
-2.4579,-0.006,8.459281,,,,
-2.4323,-0.0058,8.4712816,,,,
-2.4059,-0.0047,8.483281,,,,
-2.3816,-0.0045,8.4943142,,,,
-2.3595,-0.0049,8.5062829,,,,
-2.3278,0.0018,8.5182825,,,,
-2.2959,-0.0014,8.5303111,,,,
-2.2662,-0.0046,8.5422831,,,,
-2.2301,-0.0153,8.5543103,,,,
-2.2039,-0.0177,8.5662823,,,,
-2.1799,-0.0204,8.5782819,,,,
-2.1555,-0.0228,8.5902821,,,,
-2.1278,-0.0249,8.6022828,,,,
-2.1058,-0.0251,8.6142809,,,,
-2.0874,-0.0269,8.6262922,,,,
-2.0664,-0.0298,8.6382811,,,,
-2.0444,-0.0335,8.6513004,,,,
-2.0224,-0.0351,8.6622811,,,,
-2.0034,-0.043,8.6742823,,,,
-1.9827,-0.0517,8.686281,,,,
-1.9626,-0.0599,8.698281,,,,
-1.9364,-0.0747,8.7102813,,,,
-1.9186,-0.0855,8.7222817,,,,
-1.8993,-0.0976,8.7342809,,,,
-1.8778,-0.1111,8.7462812,,,,
-1.8563,-0.1255,8.7582814,,,,
-1.8411,-0.1379,8.7702815,,,,
-1.8307,-0.1495,8.7822813,,,,
-1.8182,-0.1642,8.7942805,,,,
-1.8016,-0.1824,8.8063125,,,,
-1.7803,-0.2006,8.8182826,,,,
-1.754,-0.2197,8.8302802,,,,
-1.726,-0.2385,8.8422822,,,,
-1.6959,-0.2518,8.8542804,,,,
-1.656,-0.2776,8.8653064,,,,
-1.6291,-0.2894,8.877282,,,,
-1.6064,-0.297,8.8893023,,,,
-1.5838,-0.304,8.9012811,,,,
-1.5581,-0.3086,8.9132816,,,,
-1.5302,-0.3125,8.9252822,,,,
-1.5001,-0.318,8.9373058,,,,
-1.4724,-0.3228,8.9492826,,,,
-1.4489,-0.3278,8.9612805,,,,
-1.4287,-0.3279,8.9732803,,,,
-1.4032,-0.325,8.9852821,,,,
-1.3715,-0.3198,8.9972822,,,,
-1.3361,-0.3143,9.0093036,,,,
-1.2899,-0.3155,9.021302,,,,
-1.2498,-0.3087,9.0333027,,,,
-1.2066,-0.3027,9.0453027,,,,
-1.1455,-0.2825,9.0573021,,,,
-1.0985,-0.2733,9.0693263,,,,
-1.0513,-0.2614,9.0813017,,,,
-1.003,-0.248,9.0933262,,,,
-0.9544,-0.2366,9.1053286,,,,
-0.9067,-0.2263,9.1168624,,,,
-0.8612,-0.215,9.1288612,,,,
-0.818,-0.2026,9.1408609,,,,
-0.7748,-0.1911,9.1528629,,,,
-0.7337,-0.1811,9.1648627,,,,
-0.685,-0.1803,9.1772987,,,,
-0.6433,-0.1706,9.189294,,,,
-0.5953,-0.1635,9.2003142,,,,
-0.5442,-0.1559,9.2123057,,,,
-0.4915,-0.1472,9.2242932,,,,
-0.416,-0.1246,9.2362922,,,,
-0.3561,-0.1177,9.2482913,,,,
-0.2805,-0.0947,9.2602922,,,,
-0.2215,-0.0897,9.2722913,,,,
-0.1604,-0.0868,9.2842913,,,,
-0.0987,-0.0849,9.2962911,,,,
-0.0382,-0.0812,9.3083176,,,,
0.0214,-0.0773,9.3202913,,,,
0.0937,-0.0895,9.3323173,,,,
0.1521,-0.0888,9.3442932,,,,
0.2096,-0.0878,9.3562914,,,,
0.2649,-0.0886,9.3682914,,,,
0.3206,-0.0915,9.3802919,,,,
0.3746,-0.0962,9.39232,,,,
0.4239,-0.0998,9.4042918,,,,
0.4724,-0.1051,9.4162922,,,,
0.5228,-0.1109,9.4283166,,,,
0.5717,-0.1138,9.4403135,,,,
0.6157,-0.1141,9.4522925,,,,
0.6628,-0.106,9.4642924,,,,
0.7006,-0.1041,9.4762952,,,,
0.7419,-0.108,9.4883108,,,,
0.7717,-0.1015,9.5003253,,,,
0.7969,-0.0947,9.5123181,,,,
0.8214,-0.0897,9.5242914,,,,
0.8449,-0.0855,9.5362908,,,,
0.8696,-0.0813,9.5482919,,,,
0.8955,-0.0782,9.5602912,,,,
0.921,-0.0756,9.5712902,,,,
0.9524,-0.0678,9.5842927,,,,
0.9764,-0.0678,9.5952924,,,,
0.999,-0.0673,9.6072915,,,,
1.0215,-0.067,9.6192911,,,,
1.0492,-0.0684,9.6313154,,,,
1.0844,-0.0763,9.6432906,,,,
1.1185,-0.0703,9.655291,,,,
1.1483,-0.0709,9.667291,,,,
1.1816,-0.0722,9.6792915,,,,
1.2154,-0.0735,9.6912915,,,,
1.2479,-0.075,9.7033104,,,,
1.2803,-0.0758,9.71531,,,,
1.3085,-0.0792,9.7273115,,,,
1.3358,-0.0831,9.7393317,,,,
1.3622,-0.0864,9.7513097,,,,
1.3887,-0.0896,9.7633101,,,,
1.4151,-0.0925,9.7753104,,,,
1.4408,-0.0944,9.7866458,,,,
1.4643,-0.0946,9.7986453,,,,
1.4927,-0.102,9.811339,,,,
1.5135,-0.1025,9.82334,,,,
1.5318,-0.1023,9.8353622,,,,
1.5516,-0.1012,9.84734,,,,
1.5756,-0.0945,9.8593561,,,,
1.5966,-0.0911,9.8713418,,,,
1.6172,-0.0861,9.8832202,,,,
1.6376,-0.0821,9.8952023,,,,
1.6579,-0.0769,9.9072011,,,,
1.677,-0.0709,9.9192029,,,,
1.6961,-0.0652,9.9312017,,,,
1.7232,-0.056,9.9432017,,,,
1.7428,-0.0513,9.9542013,,,,
1.7711,-0.0535,9.9662005,,,,
1.7938,-0.0516,9.9782013,,,,
1.8144,-0.0495,9.9902071,,,,
1.837,-0.0516,10.0022079,,,,
1.8583,-0.0547,10.0142079,,,,
1.8814,-0.0571,10.0262386,,,,
1.9059,-0.0579,10.0382069,,,,
1.931,-0.0564,10.050207,,,,
1.9684,-0.0443,10.062216,,,,
1.9994,-0.0389,10.074206,,,,
2.0314,-0.0303,10.0857649,,,,
2.0657,-0.0172,10.0977643,,,,
2.099,-0.0033,10.1097849,,,,
2.1295,0.0111,10.1217652,,,,
2.1582,0.0274,10.1337644,,,,
2.1876,0.0421,10.1457908,,,,
2.2186,0.0541,10.1577666,,,,
2.2517,0.0622,10.169785,,,,
2.2873,0.0663,10.1823454,,,,
2.3208,0.0663,10.193849,,,,
2.3524,0.0667,10.2060221,,,,
2.383,0.0655,10.2183575,,,,
2.414,0.0605,10.2301553,,,,
2.4442,0.056,10.2421571,,,,
2.4778,0.0574,10.2541558,,,,
2.5085,0.0509,10.2661622,,,,
2.5465,0.0324,10.2781624,,,,
2.5819,0.0207,10.2897679,,,,
2.6305,0.012,10.3011564,,,,
2.6789,-0.0044,10.3132207,,,,
2.7266,-0.0213,10.326042,,,,
2.7701,-0.041,10.3370715,,,,
2.8125,-0.0623,10.3490965,,,,
2.8545,-0.0852,10.3610719,,,,
2.896,-0.111,10.3730758,,,,
2.9402,-0.1394,10.3857512,,,,
2.9861,-0.1685,10.3977763,,,,
3.0336,-0.1985,10.4093721,,,,
3.0808,-0.229,10.4208823,,,,
3.1359,-0.2762,10.4329079,,,,
3.1729,-0.3069,10.4454869,,,,
3.2056,-0.3426,10.457466,,,,
3.239,-0.3772,10.4694666,,,,
3.2728,-0.4111,10.4814677,,,,
3.3081,-0.4439,10.493016,,,,
3.3421,-0.4743,10.5050453,,,,
3.3788,-0.5041,10.5170138,,,,
3.416,-0.5329,10.5290392,,,,
3.4527,-0.5596,10.5410144,,,,
3.4893,-0.5862,10.5530148,,,,
3.529,-0.612,10.5650141,,,,
3.5665,-0.636,10.5770156,,,,
3.6133,-0.6723,10.5886966,,,,
3.6524,-0.6964,10.6006969,,,,
3.6917,-0.7206,10.6126729,,,,
3.7307,-0.7458,10.6246998,,,,
3.7694,-0.769,10.6366734,,,,
3.8058,-0.791,10.6487009,,,,
3.8465,-0.8097,10.6606736,,,,
3.8831,-0.8365,10.672672,,,,
3.9178,-0.8641,10.6847427,,,,
3.9542,-0.8909,10.6962994,,,,
3.9911,-0.9139,10.7086882,,,,
4.0257,-0.9309,10.720678,,,,
4.0591,-0.9449,10.7327314,,,,
4.0951,-0.9669,10.7438432,,,,
4.12,-0.98,10.7558723,,,,
4.1401,-0.9954,10.7677638,,,,
4.1579,-1.0108,10.7797754,,,,
4.1748,-1.0229,10.7923767,,,,
4.1907,-1.0332,10.8033882,,,,
4.2055,-1.0422,10.8157215,,,,
4.2157,-1.0486,10.8277295,,,,
4.2209,-1.0527,10.839964,,,,
4.2246,-1.055,10.8517362,,,,
4.2309,-1.0518,10.8637366,,,,
4.2341,-1.0523,10.8757429,,,,
4.2372,-1.0531,10.8880393,,,,
4.2407,-1.0557,10.8995633,,,,
4.2421,-1.0552,10.9120765,,,,
4.2446,-1.0551,10.9240766,,,,
4.2457,-1.0571,10.9357823,,,,
4.2452,-1.0603,10.9477901,,,,
4.2435,-1.062,10.9596683,,,,
4.241,-1.0635,10.9711325,,,,
4.2378,-1.0646,10.9836465,,,,
4.2324,-1.0634,10.9951546,,,,
4.2277,-1.0614,11.0071549,,,,
4.2212,-1.0607,11.0191543,,,,
4.2181,-1.0596,11.0311545,,,,
4.2142,-1.0587,11.0431545,,,,
4.2052,-1.0544,11.0551547,,,,
4.194,-1.0493,11.0671551,,,,
4.1766,-1.0424,11.0791549,,,,
4.1564,-1.0342,11.0911879,,,,
4.1377,-1.0256,11.1031853,,,,
4.1184,-1.0176,11.1151856,,,,
4.0973,-1.0076,11.1271842,,,,
4.0751,-0.9942,11.139184,,,,
4.0507,-0.9818,11.1511847,,,,
4.024,-0.9679,11.163185,,,,
3.9938,-0.953,11.1751859,,,,
3.964,-0.9396,11.187185,,,,
3.9365,-0.9253,11.1987128,,,,
3.9006,-0.8976,11.2107136,,,,
3.8736,-0.8751,11.2227138,,,,
3.8456,-0.8545,11.2347137,,,,
3.8162,-0.8382,11.2467132,,,,
3.7819,-0.8209,11.2587126,,,,
3.7472,-0.7982,11.2707133,,,,
3.7143,-0.7754,11.2827132,,,,
3.684,-0.7532,11.2947135,,,,
3.6545,-0.7268,11.3064796,,,,
3.6233,-0.6974,11.3183983,,,,
3.595,-0.6694,11.3310584,,,,
3.5688,-0.6451,11.3429148,,,,
3.5411,-0.62,11.354373,,,,
3.5017,-0.5779,11.3663854,,,,
3.4719,-0.5485,11.3784465,,,,
3.4452,-0.5203,11.3901132,,,,
3.4202,-0.4953,11.4021112,,,,
3.3962,-0.4718,11.4142318,,,,
3.3708,-0.4494,11.4258667,,,,
3.3424,-0.4324,11.4379188,,,,
3.3161,-0.4199,11.4503723,,,,
3.2861,-0.4161,11.4619494,,,,
3.2606,-0.4107,11.4737656,,,,
3.2357,-0.4072,11.4864374,,,,
3.2129,-0.4053,11.4980446,,,,
3.1923,-0.4065,11.5100445,,,,
3.1698,-0.4037,11.5220869,,,,
3.1498,-0.4057,11.5341313,,,,
3.1318,-0.4092,11.5461308,,,,
3.1201,-0.4138,11.5579019,,,,
3.1113,-0.4187,11.569972,,,,
3.1016,-0.4192,11.581977,,,,
3.0946,-0.4172,11.5935791,,,,
3.0904,-0.4184,11.6056102,,,,
3.0846,-0.4219,11.6176628,,,,
3.0787,-0.4257,11.6296314,,,,
3.0709,-0.43,11.6416322,,,,
3.0558,-0.435,11.6536331,,,,
3.0358,-0.4467,11.665631,,,,
3.0151,-0.4505,11.6776351,,,,
3.0003,-0.4583,11.6896309,,,,
2.9866,-0.4683,11.701501,,,,
2.9719,-0.4795,11.7134769,,,,
2.9571,-0.4907,11.7254765,,,,
2.9315,-0.5082,11.7375074,,,,
2.914,-0.5217,11.7495013,,,,
2.8982,-0.5339,11.7614956,,,,
2.8817,-0.547,11.7734751,,,,
2.8622,-0.5609,11.7847684,,,,
2.8404,-0.5736,11.7973906,,,,
2.8157,-0.5883,11.8093918,,,,
2.791,-0.6037,11.8213895,,,,
2.7668,-0.6152,11.8333896,,,,
2.7423,-0.6301,11.8453895,,,,
2.7096,-0.6544,11.8573904,,,,
2.6844,-0.6652,11.8693893,,,,
2.6621,-0.674,11.8813909,,,,
2.6411,-0.6825,11.8923906,,,,
2.6201,-0.6901,11.9049598,,,,
2.6008,-0.6957,11.9169594,,,,
2.5844,-0.6997,11.9289863,,,,
2.5667,-0.6974,11.9409595,,,,
2.5469,-0.6957,11.9529604,,,,
2.5307,-0.6933,11.9649605,,,,
2.5142,-0.6917,11.9769609,,,,
2.4946,-0.6886,11.9885564,,,,
2.4775,-0.6892,12.0005296,,,,
2.462,-0.6896,12.012531,,,,
2.4439,-0.6893,12.0245318,,,,
2.4238,-0.6891,12.0365297,,,,
2.4048,-0.6877,12.0485296,,,,
2.3856,-0.6894,12.0605303,,,,
2.3731,-0.6875,12.0725301,,,,
2.3612,-0.6853,12.08453,,,,
2.3508,-0.685,12.0965308,,,,
2.3422,-0.6864,12.1085304,,,,
2.3299,-0.6865,12.1205302,,,,
2.3152,-0.6895,12.1325293,,,,
2.2994,-0.6915,12.1445296,,,,
2.2856,-0.6941,12.1565303,,,,
2.2748,-0.6983,12.1685298,,,,
2.2623,-0.7007,12.1795301,,,,
2.2483,-0.7016,12.1925302,,,,
2.231,-0.7017,12.2035303,,,,
2.2093,-0.7008,12.2155306,,,,
2.1881,-0.6987,12.2275304,,,,
2.1689,-0.6944,12.2395302,,,,
2.1513,-0.6887,12.25153,,,,
2.1339,-0.6864,12.2635296,,,,
2.121,-0.6806,12.2755305,,,,
2.1063,-0.677,12.2875308,,,,
2.0894,-0.6695,12.2995299,,,,
2.0775,-0.67,12.31153,,,,
2.0643,-0.6731,12.3235298,,,,
2.0512,-0.6758,12.3355297,,,,
2.0374,-0.6774,12.34753,,,,
2.0225,-0.679,12.3595303,,,,
2.0052,-0.6804,12.3715302,,,,
1.9888,-0.6805,12.3835295,,,,
1.9743,-0.6812,12.3955308,,,,
1.958,-0.6826,12.4075304,,,,
1.9385,-0.6815,12.4195307,,,,
1.9188,-0.6808,12.4315304,,,,
1.8917,-0.6868,12.4435308,,,,
1.8609,-0.6886,12.45553,,,,
1.8389,-0.6911,12.4675308,,,,
1.8147,-0.6929,12.4795302,,,,
1.787,-0.6947,12.4915328,,,,
1.7584,-0.6962,12.5035303,,,,
1.7295,-0.6935,12.5155304,,,,
1.6992,-0.6874,12.5265306,,,,
1.6649,-0.6778,12.5385297,,,,
1.6301,-0.6689,12.5505304,,,,
1.5967,-0.662,12.5625305,,,,
1.5647,-0.6566,12.5745296,,,,
1.5341,-0.6519,12.5865306,,,,
1.5055,-0.648,12.5985297,,,,
1.4755,-0.6427,12.6105297,,,,
1.4477,-0.6394,12.6225298,,,,
1.4157,-0.635,12.6345298,,,,
1.3792,-0.6298,12.6465296,,,,
1.3339,-0.633,12.6585321,,,,
1.2959,-0.6287,12.6705303,,,,
1.257,-0.6239,12.6825297,,,,
1.2141,-0.6174,12.6945303,,,,
1.1683,-0.6082,12.7065305,,,,
1.1232,-0.6012,12.7185316,,,,
1.083,-0.5966,12.7305304,,,,
1.0423,-0.5923,12.7425306,,,,
0.9978,-0.5902,12.7545298,,,,
0.9484,-0.5882,12.7665301,,,,
0.8805,-0.5706,12.7785297,,,,
0.8257,-0.565,12.7905296,,,,
0.7546,-0.5721,12.8025295,,,,
0.6914,-0.5661,12.8145296,,,,
0.6252,-0.5611,12.8265302,,,,
0.5545,-0.5569,12.8385296,,,,
0.4713,-0.5498,12.8505297,,,,
0.3523,-0.5632,12.8615292,,,,
0.252,-0.5525,12.8735306,,,,
0.1599,-0.5402,12.8855301,,,,
0.0768,-0.531,12.8975306,,,,
-0.0036,-0.5225,12.9095305,,,,
-0.0784,-0.5146,12.9215305,,,,
-0.1642,-0.4902,12.9335296,,,,
-0.2274,-0.4876,12.9455296,,,,
-0.2958,-0.4861,12.9575292,,,,
-0.3684,-0.4839,12.9695303,,,,
-0.4359,-0.4846,12.9815303,,,,
-0.4973,-0.4876,12.9935302,,,,
-0.5565,-0.4901,13.0055304,,,,
-0.6212,-0.4919,13.0175301,,,,
-0.6897,-0.4916,13.0295296,,,,
-0.758,-0.4925,13.0415297,,,,
-0.8359,-0.5123,13.0535292,,,,
-0.8974,-0.5166,13.0655306,,,,
-0.9637,-0.5207,13.0775306,,,,
-1.0542,-0.5053,13.0895305,,,,
-1.1285,-0.5076,13.1015302,,,,
-1.2003,-0.5139,13.1135297,,,,
-1.2675,-0.5219,13.1255317,,,,
-1.3317,-0.5306,13.1375303,,,,
-1.3937,-0.5414,13.1495301,,,,
-1.4696,-0.5757,13.1615295,,,,
-1.5197,-0.5928,13.1735308,,,,
-1.5702,-0.608,13.18553,,,,
-1.626,-0.6229,13.1965304,,,,
-1.6819,-0.6399,13.2085306,,,,
-1.7341,-0.6595,13.22053,,,,
-1.7802,-0.6829,13.2325299,,,,
-1.828,-0.7029,13.2445308,,,,
-1.8855,-0.746,13.2565301,,,,
-1.927,-0.7689,13.2685311,,,,
-1.9662,-0.7869,13.2805299,,,,
-2.0009,-0.8011,13.2925311,,,,
-2.0317,-0.811,13.3045294,,,,
-2.0653,-0.8164,13.3165305,,,,
-2.101,-0.8186,13.3285297,,,,
-2.1352,-0.8213,13.3405299,,,,
-2.165,-0.8261,13.3525294,,,,
-2.1905,-0.8311,13.3645295,,,,
-2.218,-0.834,13.3765296,,,,
-2.2476,-0.8381,13.3885294,,,,
-2.288,-0.8339,13.4005297,,,,
-2.3236,-0.832,13.4125296,,,,
-2.3583,-0.8302,13.4245317,,,,
-2.3907,-0.8249,13.4365309,,,,
-2.4192,-0.8154,13.4485297,,,,
-2.4518,-0.8085,13.4605294,,,,
-2.4787,-0.7941,13.4725295,,,,
-2.5017,-0.7805,13.4845297,,,,
-2.5205,-0.7669,13.4965302,,,,
-2.5399,-0.7519,13.5085306,,,,
-2.5657,-0.737,13.5205301,,,,
-2.5912,-0.7181,13.5325304,,,,
-2.6145,-0.7001,13.54453,,,,
-2.6398,-0.6777,13.5565299,,,,
-2.651,-0.6659,13.5675302,,,,
-2.6616,-0.6532,13.5795301,,,,
-2.6737,-0.6401,13.5915316,,,,
-2.6833,-0.6266,13.6035303,,,,
-2.6899,-0.6143,13.615531,,,,
-2.6968,-0.602,13.6275309,,,,
-2.7048,-0.5919,13.6395299,,,,
-2.715,-0.582,13.6515295,,,,
-2.7309,-0.574,13.6635302,,,,
-2.7494,-0.562,13.6755314,,,,
-2.768,-0.5496,13.6875302,,,,
-2.7829,-0.5379,13.6995297,,,,
-2.7944,-0.5204,13.71153,,,,
-2.7943,-0.5068,13.7235301,,,,
-2.7965,-0.4947,13.7355299,,,,
-2.8058,-0.4833,13.7475302,,,,
-2.8236,-0.4756,13.7595303,,,,
-2.8396,-0.4697,13.7715304,,,,
-2.8475,-0.4655,13.78353,,,,
-2.8469,-0.466,13.7955321,,,,
-2.8407,-0.4658,13.8075296,,,,
-2.8385,-0.466,13.8195304,,,,
-2.84,-0.4706,13.8315302,,,,
-2.8462,-0.4779,13.8435307,,,,
-2.8629,-0.4903,13.8555297,,,,
-2.8762,-0.4974,13.8675295,,,,
-2.8818,-0.5038,13.8795296,,,,
-2.8857,-0.5106,13.8915318,,,,
-2.8901,-0.5164,13.9035299,,,,
-2.9004,-0.5224,13.9145298,,,,
-2.9164,-0.5288,13.9265296,,,,
-2.9336,-0.5378,13.9385295,,,,
-2.9465,-0.5484,13.9505293,,,,
-2.9577,-0.5605,13.9625295,,,,
-2.9721,-0.5719,13.9745295,,,,
-2.9895,-0.5834,13.9865298,,,,
-3.011,-0.5928,13.9985301,,,,
-3.0339,-0.6021,14.0105309,,,,
-3.0564,-0.6109,14.0225303,,,,
-3.0736,-0.6236,14.0345303,,,,
-3.094,-0.6327,14.0465303,,,,
-3.1191,-0.6489,14.058532,,,,
-3.1382,-0.6629,14.0705301,,,,
-3.1608,-0.6779,14.0825304,,,,
-3.187,-0.6901,14.0945306,,,,
-3.2203,-0.7002,14.1065307,,,,
-3.254,-0.7104,14.1185298,,,,
-3.2879,-0.7184,14.1305304,,,,
-3.3208,-0.7236,14.1425309,,,,
-3.3551,-0.7309,14.1545296,,,,
-3.3888,-0.7402,14.1665301,,,,
-3.4297,-0.7455,14.1785304,,,,
-3.465,-0.7546,14.1905306,,,,
-3.5049,-0.7615,14.2025299,,,,
-3.5503,-0.7697,14.21453,,,,
-3.6085,-0.7881,14.2265296,,,,
-3.6649,-0.7841,14.2385304,,,,
-3.7266,-0.7708,14.2505305,,,,
-3.8041,-0.7703,14.2615303,,,,
-3.8586,-0.7607,14.2735309,,,,
-3.9111,-0.7511,14.2855295,,,,
-3.9602,-0.7391,14.2975298,,,,
-4.0028,-0.7221,14.3095309,,,,
-4.0409,-0.703,14.3215301,,,,
-4.0932,-0.674,14.3335302,,,,
-4.1306,-0.6565,14.3455296,,,,
-4.1669,-0.6398,14.3575294,,,,
-4.1983,-0.6246,14.36953,,,,
-4.2255,-0.6108,14.3815299,,,,
-4.2538,-0.5965,14.3935304,,,,
-4.2808,-0.5803,14.4055297,,,,
-4.3019,-0.5666,14.4175301,,,,
-4.3178,-0.552,14.4295299,,,,
-4.3279,-0.5355,14.4415302,,,,
-4.3287,-0.5152,14.4535299,,,,
-4.3254,-0.502,14.4655301,,,,
-4.315,-0.4945,14.4775296,,,,
-4.2946,-0.4909,14.4895304,,,,
-4.2782,-0.4861,14.5015305,,,,
-4.2684,-0.4813,14.5135296,,,,
-4.2606,-0.4779,14.5255298,,,,
-4.2503,-0.4735,14.5375295,,,,
-4.2374,-0.46,14.5495295,,,,
-4.2185,-0.4396,14.5615296,,,,
-4.1983,-0.4178,14.5735299,,,,
-4.1729,-0.39,14.5855299,,,,
-4.1489,-0.3708,14.5975304,,,,
-4.1252,-0.3486,14.6085295,,,,
-4.1014,-0.3285,14.6205294,,,,
-4.0742,-0.3109,14.6325299,,,,
-4.0474,-0.2951,14.644531,,,,
-4.0266,-0.2645,14.6565297,,,,
-4.0228,-0.2428,14.6685306,,,,
-4.019,-0.225,14.6805306,,,,
-4.0113,-0.2123,14.6925296,,,,
-3.9998,-0.2026,14.7045292,,,,
-3.9865,-0.193,14.7165296,,,,
-3.9745,-0.1854,14.7285299,,,,
-3.9656,-0.1787,14.7405302,,,,
-3.9582,-0.1697,14.7525306,,,,
-3.95,-0.153,14.7645296,,,,
-3.9428,-0.1361,14.7765295,,,,
-3.9354,-0.1234,14.78853,,,,
-3.9317,-0.1102,14.8005296,,,,
-3.9338,-0.0969,14.8125297,,,,
-3.9336,-0.0867,14.8245305,,,,
-3.9333,-0.079,14.8365298,,,,
-3.9319,-0.0721,14.8485301,,,,
-3.932,-0.0642,14.8605303,,,,
-3.9379,-0.056,14.8725301,,,,
-3.949,-0.0473,14.8845305,,,,
-3.9598,-0.0441,14.8965306,,,,
-3.9685,-0.0406,14.9085322,,,,
-3.9759,-0.0331,14.9205302,,,,
-3.9847,-0.0254,14.9325295,,,,
-3.9955,-0.0293,14.9435304,,,,
-4.0032,-0.0292,14.9555307,,,,
-4.0109,-0.0327,14.9675299,,,,
-4.024,-0.0338,14.9795309,,,,
-4.0379,-0.0355,14.99153,,,,
-4.0508,-0.0394,15.0035301,,,,
-4.0616,-0.0441,15.0155294,,,,
-4.0715,-0.0491,15.0275299,,,,
-4.0831,-0.0546,15.0395304,,,,
-4.0931,-0.0636,15.0515304,,,,
-4.0986,-0.0784,15.0635296,,,,
-4.0967,-0.089,15.0755297,,,,
-4.0929,-0.0964,15.0875302,,,,
-4.0902,-0.1047,15.09953,,,,
-4.0909,-0.1123,15.1115296,,,,
-4.0871,-0.1202,15.1235307,,,,
-4.0784,-0.1249,15.1355299,,,,
-4.0665,-0.1291,15.14753,,,,
-4.049,-0.1355,15.159531,,,,
-4.0263,-0.1418,15.1715293,,,,
-4.0043,-0.1477,15.1835301,,,,
-3.982,-0.1541,15.1955299,,,,
-3.9602,-0.1594,15.2075298,,,,
-3.9399,-0.1681,15.2195306,,,,
-3.9173,-0.1777,15.2315297,,,,
-3.8931,-0.1851,15.2435306,,,,
-3.8671,-0.1888,15.2555299,,,,
-3.837,-0.2044,15.2675304,,,,
-3.8175,-0.2157,15.2795296,,,,
-3.8001,-0.2269,15.2905304,,,,
-3.7865,-0.2414,15.30253,,,,
-3.7771,-0.2579,15.3145303,,,,
-3.768,-0.2743,15.32653,,,,
-3.7565,-0.293,15.3385304,,,,
-3.7429,-0.3126,15.3515298,,,,
-3.7272,-0.3325,15.3625311,,,,
-3.7084,-0.3535,15.3745296,,,,
-3.6897,-0.3742,15.3865303,,,,
-3.6739,-0.3973,15.3985296,,,,
-3.6578,-0.4225,15.4105298,,,,
-3.6326,-0.4552,15.4225303,,,,
-3.6199,-0.4813,15.4345296,,,,
-3.6112,-0.5065,15.4465303,,,,
-3.6075,-0.5336,15.4585304,,,,
-3.5953,-0.552,15.4705296,,,,
-3.5814,-0.5664,15.4825296,,,,
-3.5694,-0.5825,15.4945306,,,,
-3.5552,-0.5994,15.5065298,,,,
-3.5424,-0.6158,15.5185297,,,,
-3.5338,-0.6303,15.53053,,,,
-3.5222,-0.6441,15.5425307,,,,
-3.5057,-0.6566,15.5545302,,,,
-3.485,-0.6685,15.5665295,,,,
-3.4517,-0.6864,15.5785296,,,,
-3.4248,-0.6975,15.5905302,,,,
-3.3984,-0.7075,15.6025296,,,,
-3.3751,-0.7173,15.6145303,,,,
-3.354,-0.7291,15.6265298,,,,
-3.3272,-0.7412,15.6375303,,,,
-3.2928,-0.7479,15.6505305,,,,
-3.2501,-0.7486,15.6615296,,,,
-3.2196,-0.7563,15.6735296,,,,
-3.1881,-0.7625,15.6855303,,,,
-3.1501,-0.7674,15.6975296,,,,
-3.1101,-0.7732,15.7095304,,,,
-3.0737,-0.7783,15.7215301,,,,
-3.029,-0.7917,15.7335306,,,,
-2.9968,-0.7944,15.7455306,,,,
-2.9624,-0.7955,15.7575292,,,,
-2.9201,-0.7974,15.7695292,,,,
-2.8719,-0.7973,15.7815296,,,,
