Frequency_X,Amplitude_X,Frequency_Y,Amplitude_Y
0.03838911315794084,0.11715318672297961,0.03838911315794084,0.19863447220355113
0.07677822631588169,0.2741841834891252,0.07677822631588169,0.5181690747398586
0.11516733947382253,0.7959567386879323,0.11516733947382253,0.22470036377642888
0.15355645263176337,1.0,0.15355645263176337,0.2416076436746754
0.19194556578970423,0.2754236414134666,0.19194556578970423,0.1578331166801486
0.23033467894764506,0.19824816713532625,0.23033467894764506,0.15731483056903955
0.2687237921055859,0.13690248308171957,0.42228024473734926,0.1408905072385661
0.30711290526352675,0.11849184395501879,0.6142258105270535,0.11881774500046177
